date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:44:26	58395/58395	---M--	200	added ('OK')	image/jpeg	etag:%2263905b4d-e41b%22	https://www.adhamdannaway.com/wp-content/themes/dannaway/images/adham-dannaway-designer-coder.jpg	www.adhamdannaway.com/wp-content/themes/dannaway/images/adham-dannaway-designer-coder.jpg	(from https://www.adhamdannaway.com/)
15:44:30	47577/47577	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Jun%202026%2014:44:30%20GMT	https://www.adhamdannaway.com/portfolio/figma-design-system	www.adhamdannaway.com/portfolio/figma-design-system.html	(from https://www.adhamdannaway.com/)
15:44:30	11638/11638	---M--	200	added ('OK')	image/webp	etag:%22682db5bb-2d76%22	https://www.adhamdannaway.com/wp-content/uploads/2025/05/feature-figma-design-system.webp	www.adhamdannaway.com/wp-content/uploads/2025/05/feature-figma-design-system.webp	(from https://www.adhamdannaway.com/)
15:44:32	16596/16596	---M--	200	added ('OK')	image/webp	etag:%22682eab2d-40d4%22	https://www.adhamdannaway.com/wp-content/uploads/2022/12/feature-ui-design-book.webp	www.adhamdannaway.com/wp-content/uploads/2022/12/feature-ui-design-book.webp	(from https://www.adhamdannaway.com/)
15:44:32	46845/46845	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Jun%202026%2014:44:32%20GMT	https://www.adhamdannaway.com/portfolio/ui-design-book	www.adhamdannaway.com/portfolio/ui-design-book.html	(from https://www.adhamdannaway.com/)
15:44:34	36325/36325	---M--	200	added ('OK')	image/jpeg	etag:%2263905b89-8de5%22	https://www.adhamdannaway.com/wp-content/uploads/2020/08/feature-william-hill-design-system.jpg	www.adhamdannaway.com/wp-content/uploads/2020/08/feature-william-hill-design-system.jpg	(from https://www.adhamdannaway.com/)
15:44:34	51638/51638	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Jun%202026%2014:44:34%20GMT	https://www.adhamdannaway.com/portfolio/creating-a-lean-design-system	www.adhamdannaway.com/portfolio/creating-a-lean-design-system.html	(from https://www.adhamdannaway.com/)
15:44:36	5015/5015	---MCZ	200	added ('OK')	application/javascript	etag:W/%226a0f6f5f-1397%22	https://www.adhamdannaway.com/wp-includes/js/dist/hooks.min.js?ver=7496969728ca0f95732d	www.adhamdannaway.com/wp-includes/js/dist/hooks.min394d.js	(from https://www.adhamdannaway.com/)
15:44:36	5697/5697	---MCZ	200	added ('OK')	application/javascript	etag:W/%226a0f6f5f-1641%22	https://www.adhamdannaway.com/wp-includes/js/dist/i18n.min.js?ver=781d11515ad3d91786ec	www.adhamdannaway.com/wp-includes/js/dist/i18n.mineca5.js	(from https://www.adhamdannaway.com/)
15:44:38	12359/12359	---MCZ	200	added ('OK')	application/javascript	etag:W/%226a06cccc-3047%22	https://www.adhamdannaway.com/wp-content/uploads/siteground-optimizer-assets/swv.min.js?ver=6.1.6	www.adhamdannaway.com/wp-content/uploads/siteground-optimizer-assets/swv.minc098.js	(from https://www.adhamdannaway.com/)
15:44:38	13281/13281	---MCZ	200	added ('OK')	application/javascript	etag:W/%226a06cccc-33e1%22	https://www.adhamdannaway.com/wp-content/uploads/siteground-optimizer-assets/contact-form-7.min.js?ver=6.1.6	www.adhamdannaway.com/wp-content/uploads/siteground-optimizer-assets/contact-form-7.minc098.js	(from https://www.adhamdannaway.com/)
15:44:40	34763/34763	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2029%20Jun%202026%2014:44:40%20GMT	https://www.adhamdannaway.com/js/jquery-1.7.2.min.js	www.adhamdannaway.com/js/jquery-1.7.2.min.js	(from https://www.adhamdannaway.com/)
15:44:42	10662/10662	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263905b4d-29a6%22	https://www.adhamdannaway.com/wp-content/themes/dannaway/js/clipboard.js-master/dist/clipboard.min.js	www.adhamdannaway.com/wp-content/themes/dannaway/js/clipboard.js-master/dist/clipboard.min.js	(from https://www.adhamdannaway.com/)
15:44:42	48283/48283	---MCZ	200	added ('OK')	application/javascript	etag:W/%22672d8157-bc9b%22	https://www.adhamdannaway.com/wp-content/themes/dannaway/js/script.js	www.adhamdannaway.com/wp-content/themes/dannaway/js/script.js	(from https://www.adhamdannaway.com/)
15:44:42	1702/1702	---M--	200	added ('OK')	image/png	etag:%2263905b4e-6a6%22	https://www.adhamdannaway.com/wp-content/themes/dannaway/images/sprite-mobile.png	www.adhamdannaway.com/wp-content/themes/dannaway/images/sprite-mobile.png	(from https://www.adhamdannaway.com/wp-content/uploads/siteground-optimizer-assets/siteground-optimizer-combined-css-53d44b73f71bfadc5ddac5c92ff53f43.css)
15:44:43	12617/12617	---M--	200	added ('OK')	image/png	etag:%2263905b4e-3149%22	https://www.adhamdannaway.com/wp-content/themes/dannaway/images/sprite.png	www.adhamdannaway.com/wp-content/themes/dannaway/images/sprite.png	(from https://www.adhamdannaway.com/wp-content/uploads/siteground-optimizer-assets/siteground-optimizer-combined-css-53d44b73f71bfadc5ddac5c92ff53f43.css)
15:44:45	20707/20707	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2250e3-5ef397523ad40%22	https://www.adhamdannaway.com/wp-content/themes/dannaway/fonts/proximanova-bold-webfont.eot	www.adhamdannaway.com/wp-content/themes/dannaway/fonts/proximanova-bold-webfont.eot	(from https://www.adhamdannaway.com/wp-content/uploads/siteground-optimizer-assets/siteground-optimizer-combined-css-53d44b73f71bfadc5ddac5c92ff53f43.css)
15:44:47	20707/20707	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2250e3-5ef397523ad40%22	https://www.adhamdannaway.com/wp-content/themes/dannaway/fonts/proximanova-bold-webfont.eot?	www.adhamdannaway.com/wp-content/themes/dannaway/fonts/proximanova-bold-webfontd41d.eot	(from https://www.adhamdannaway.com/wp-content/uploads/siteground-optimizer-assets/siteground-optimizer-combined-css-53d44b73f71bfadc5ddac5c92ff53f43.css)
15:44:48	24180/24180	---M--	200	added ('OK')	font/woff	etag:%2263905b4d-5e74%22	https://www.adhamdannaway.com/wp-content/themes/dannaway/fonts/proximanova-bold-webfont.woff	www.adhamdannaway.com/wp-content/themes/dannaway/fonts/proximanova-bold-webfont.woff	(from https://www.adhamdannaway.com/wp-content/uploads/siteground-optimizer-assets/siteground-optimizer-combined-css-53d44b73f71bfadc5ddac5c92ff53f43.css)
15:44:48	43280/43280	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%2263905b4d-a910%22	https://www.adhamdannaway.com/wp-content/themes/dannaway/fonts/proximanova-bold-webfont.ttf	www.adhamdannaway.com/wp-content/themes/dannaway/fonts/proximanova-bold-webfont.ttf	(from https://www.adhamdannaway.com/wp-content/uploads/siteground-optimizer-assets/siteground-optimizer-combined-css-53d44b73f71bfadc5ddac5c92ff53f43.css)
15:44:49	59034/59034	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2263905b4d-e69a%22	https://www.adhamdannaway.com/wp-content/themes/dannaway/fonts/proximanova-bold-webfont.svg	www.adhamdannaway.com/wp-content/themes/dannaway/fonts/proximanova-bold-webfont.svg	(from https://www.adhamdannaway.com/wp-content/uploads/siteground-optimizer-assets/siteground-optimizer-combined-css-53d44b73f71bfadc5ddac5c92ff53f43.css)
15:44:50	20340/20340	---M--	200	added ('OK')	font/woff2	etag:%2263905b4d-4f74%22	https://www.adhamdannaway.com/wp-content/themes/dannaway/fonts/proximanova-semibold-webfont.woff2	www.adhamdannaway.com/wp-content/themes/dannaway/fonts/proximanova-semibold-webfont.woff2	(from https://www.adhamdannaway.com/wp-content/uploads/siteground-optimizer-assets/siteground-optimizer-combined-css-53d44b73f71bfadc5ddac5c92ff53f43.css)
15:44:51	26908/26908	---M--	200	added ('OK')	font/woff	etag:%2263905b4d-691c%22	https://www.adhamdannaway.com/wp-content/themes/dannaway/fonts/proximanova-semibold-webfont.woff	www.adhamdannaway.com/wp-content/themes/dannaway/fonts/proximanova-semibold-webfont.woff	(from https://www.adhamdannaway.com/wp-content/uploads/siteground-optimizer-assets/siteground-optimizer-combined-css-53d44b73f71bfadc5ddac5c92ff53f43.css)
15:44:53	20401/20401	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%224fb1-5ef397523ad40%22	https://www.adhamdannaway.com/wp-content/themes/dannaway/fonts/proximanova-light-webfont.eot	www.adhamdannaway.com/wp-content/themes/dannaway/fonts/proximanova-light-webfont.eot	(from https://www.adhamdannaway.com/wp-content/uploads/siteground-optimizer-assets/siteground-optimizer-combined-css-53d44b73f71bfadc5ddac5c92ff53f43.css)
15:44:55	20401/20401	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%224fb1-5ef397523ad40%22	https://www.adhamdannaway.com/wp-content/themes/dannaway/fonts/proximanova-light-webfont.eot?	www.adhamdannaway.com/wp-content/themes/dannaway/fonts/proximanova-light-webfontd41d.eot	(from https://www.adhamdannaway.com/wp-content/uploads/siteground-optimizer-assets/siteground-optimizer-combined-css-53d44b73f71bfadc5ddac5c92ff53f43.css)
15:44:55	23732/23732	---M--	200	added ('OK')	font/woff	etag:%2263905b4d-5cb4%22	https://www.adhamdannaway.com/wp-content/themes/dannaway/fonts/proximanova-light-webfont.woff	www.adhamdannaway.com/wp-content/themes/dannaway/fonts/proximanova-light-webfont.woff	(from https://www.adhamdannaway.com/wp-content/uploads/siteground-optimizer-assets/siteground-optimizer-combined-css-53d44b73f71bfadc5ddac5c92ff53f43.css)
15:44:57	43264/43264	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%2263905b4d-a900%22	https://www.adhamdannaway.com/wp-content/themes/dannaway/fonts/proximanova-light-webfont.ttf	www.adhamdannaway.com/wp-content/themes/dannaway/fonts/proximanova-light-webfont.ttf	(from https://www.adhamdannaway.com/wp-content/uploads/siteground-optimizer-assets/siteground-optimizer-combined-css-53d44b73f71bfadc5ddac5c92ff53f43.css)
15:44:57	60399/60399	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2263905b4d-ebef%22	https://www.adhamdannaway.com/wp-content/themes/dannaway/fonts/proximanova-light-webfont.svg	www.adhamdannaway.com/wp-content/themes/dannaway/fonts/proximanova-light-webfont.svg	(from https://www.adhamdannaway.com/wp-content/uploads/siteground-optimizer-assets/siteground-optimizer-combined-css-53d44b73f71bfadc5ddac5c92ff53f43.css)
15:44:58	13719/13719	---M--	200	added ('OK')	image/png	etag:%2263905b4e-3597%22	https://www.adhamdannaway.com/wp-content/themes/dannaway/images/sprite-favicons.png	www.adhamdannaway.com/wp-content/themes/dannaway/images/sprite-favicons.png	(from https://www.adhamdannaway.com/wp-content/uploads/siteground-optimizer-assets/siteground-optimizer-combined-css-53d44b73f71bfadc5ddac5c92ff53f43.css)
15:44:59	2946/2946	---M--	200	added ('OK')	image/png	etag:%2263905b4e-b82%22	https://www.adhamdannaway.com/wp-content/themes/dannaway/images/loader.png	www.adhamdannaway.com/wp-content/themes/dannaway/images/loader.png	(from https://www.adhamdannaway.com/wp-content/uploads/siteground-optimizer-assets/siteground-optimizer-combined-css-53d44b73f71bfadc5ddac5c92ff53f43.css)
15:45:01	192667/192667	---M--	200	added ('OK')	image/png	etag:%2263905b4e-2f09b%22	https://www.adhamdannaway.com/wp-content/themes/dannaway/images/sprite-home.png	www.adhamdannaway.com/wp-content/themes/dannaway/images/sprite-home.png	(from https://www.adhamdannaway.com/wp-content/uploads/siteground-optimizer-assets/siteground-optimizer-combined-css-53d44b73f71bfadc5ddac5c92ff53f43.css)
15:45:01	963/963	---M--	200	added ('OK')	image/png	etag:%2263905b4e-3c3%22	https://www.adhamdannaway.com/wp-content/themes/dannaway/images/axis.png	www.adhamdannaway.com/wp-content/themes/dannaway/images/axis.png	(from https://www.adhamdannaway.com/wp-content/uploads/siteground-optimizer-assets/siteground-optimizer-combined-css-53d44b73f71bfadc5ddac5c92ff53f43.css)
15:45:02	5114/5114	---M--	200	added ('OK')	image/png	etag:%2263905b4e-13fa%22	https://www.adhamdannaway.com/wp-content/themes/dannaway/images/loader@2x.png	www.adhamdannaway.com/wp-content/themes/dannaway/images/loader@2x.png	(from https://www.adhamdannaway.com/wp-content/uploads/siteground-optimizer-assets/siteground-optimizer-combined-css-53d44b73f71bfadc5ddac5c92ff53f43.css)
15:45:03	3390/3390	---M--	200	added ('OK')	image/png	etag:%2263905b4e-d3e%22	https://www.adhamdannaway.com/wp-content/themes/dannaway/images/sprite-mobile@2x.png	www.adhamdannaway.com/wp-content/themes/dannaway/images/sprite-mobile@2x.png	(from https://www.adhamdannaway.com/wp-content/uploads/siteground-optimizer-assets/siteground-optimizer-combined-css-53d44b73f71bfadc5ddac5c92ff53f43.css)
15:45:04	30224/30224	---M--	200	added ('OK')	image/png	etag:%2263905b4d-7610%22	https://www.adhamdannaway.com/wp-content/themes/dannaway/images/sprite@2x.png	www.adhamdannaway.com/wp-content/themes/dannaway/images/sprite@2x.png	(from https://www.adhamdannaway.com/wp-content/uploads/siteground-optimizer-assets/siteground-optimizer-combined-css-53d44b73f71bfadc5ddac5c92ff53f43.css)
15:45:07	42325/42325	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Jun%202026%2014:45:07%20GMT	https://www.adhamdannaway.com/about	www.adhamdannaway.com/about	(from https://www.adhamdannaway.com/)
15:45:08	2544/2544	---MCZ	200	added ('OK')	application/json	date:Mon,%2029%20Jun%202026%2014:45:07%20GMT	https://www.adhamdannaway.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.adhamdannaway.com%2Flearn-ui-design	www.adhamdannaway.com/wp-json/oembed/1.0/embed3e69.json	(from https://www.adhamdannaway.com/learn-ui-design)
15:45:11	2753/2753	---MCZ	200	added ('OK')	text/xml	date:Mon,%2029%20Jun%202026%2014:45:11%20GMT	https://www.adhamdannaway.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.adhamdannaway.com%2Flearn-ui-design&format=xml	www.adhamdannaway.com/wp-json/oembed/1.0/embed5d52	(from https://www.adhamdannaway.com/learn-ui-design)
15:45:12	11285/11285	---MCZ	200	added ('OK')	application/json	date:Mon,%2029%20Jun%202026%2014:45:12%20GMT	https://www.adhamdannaway.com/wp-json/wp/v2/pages/1552	www.adhamdannaway.com/wp-json/wp/v2/pages/1552.json	(from https://www.adhamdannaway.com/learn-ui-design)
15:45:12	49984/49984	---M--	200	added ('OK')	image/webp	etag:%226753dead-c340%22	https://www.adhamdannaway.com/wp-content/themes/dannaway/images/ui-design-book-practical-ui.webp	www.adhamdannaway.com/wp-content/themes/dannaway/images/ui-design-book-practical-ui.webp	(from https://www.adhamdannaway.com/learn-ui-design)
15:45:13	16596/16596	---M--	200	added ('OK')	image/webp	etag:%22682eabba-40d4%22	https://www.adhamdannaway.com/wp-content/themes/dannaway/images/learn/thumb-ui-design-book.webp	www.adhamdannaway.com/wp-content/themes/dannaway/images/learn/thumb-ui-design-book.webp	(from https://www.adhamdannaway.com/learn-ui-design)
15:45:15	99509/99509	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Jun%202026%2014:45:15%20GMT	https://www.adhamdannaway.com/blog/ui-design/ui-design-tips	www.adhamdannaway.com/blog/ui-design/ui-design-tips.html	(from https://www.adhamdannaway.com/learn-ui-design)
15:45:15	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2029%20Jun%202026%2014:45:15%20GMT	https://www.adhamdannaway.com/?p=1552	www.adhamdannaway.com/index348c.html	(from https://www.adhamdannaway.com/learn-ui-design)
15:45:15	41998/41998	---M--	200	added ('OK')	image/webp	etag:%22682eabbc-a40e%22	https://www.adhamdannaway.com/wp-content/themes/dannaway/images/learn/thumb-ui-design-tips.webp	www.adhamdannaway.com/wp-content/themes/dannaway/images/learn/thumb-ui-design-tips.webp	(from https://www.adhamdannaway.com/learn-ui-design)
15:45:16	11530/11530	---M--	200	added ('OK')	image/webp	etag:%22682eabbb-2d0a%22	https://www.adhamdannaway.com/wp-content/themes/dannaway/images/learn/thumb-figma-design-system.webp	www.adhamdannaway.com/wp-content/themes/dannaway/images/learn/thumb-figma-design-system.webp	(from https://www.adhamdannaway.com/learn-ui-design)
15:45:17	13430/13430	---M--	200	added ('OK')	image/webp	etag:%22682eabba-3476%22	https://www.adhamdannaway.com/wp-content/themes/dannaway/images/learn/thumb-design-blog.webp	www.adhamdannaway.com/wp-content/themes/dannaway/images/learn/thumb-design-blog.webp	(from https://www.adhamdannaway.com/learn-ui-design)
15:45:21	24/24	---M--	301	error ('Moved%20Permanently')	text/plain	date:Mon,%2029%20Jun%202026%2014:45:19%20GMT	https://www.adhamdannaway.com/newsletter	www.adhamdannaway.com/newsletter	(from https://www.adhamdannaway.com/learn-ui-design)
15:45:21	4636/4636	---M--	200	added ('OK')	image/webp	etag:%22682eabbb-121c%22	https://www.adhamdannaway.com/wp-content/themes/dannaway/images/learn/thumb-design-newsletter.webp	www.adhamdannaway.com/wp-content/themes/dannaway/images/learn/thumb-design-newsletter.webp	(from https://www.adhamdannaway.com/learn-ui-design)
15:45:23	21892/21892	---M--	200	added ('OK')	image/webp	etag:%22682eabba-5584%22	https://www.adhamdannaway.com/wp-content/themes/dannaway/images/learn/thumb-design-resources.webp	www.adhamdannaway.com/wp-content/themes/dannaway/images/learn/thumb-design-resources.webp	(from https://www.adhamdannaway.com/learn-ui-design)
15:45:24	42085/42085	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Jun%202026%2014:45:23%20GMT	https://www.adhamdannaway.com/design-resources	www.adhamdannaway.com/design-resources.html	(from https://www.adhamdannaway.com/learn-ui-design)
15:45:25	2515/2515	---MCZ	200	added ('OK')	application/json	date:Mon,%2029%20Jun%202026%2014:45:25%20GMT	https://www.adhamdannaway.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.adhamdannaway.com%2Fportfolio	www.adhamdannaway.com/wp-json/oembed/1.0/embed8baf.json	(from https://www.adhamdannaway.com/portfolio)
15:45:26	2718/2718	---MCZ	200	added ('OK')	text/xml	date:Mon,%2029%20Jun%202026%2014:45:26%20GMT	https://www.adhamdannaway.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.adhamdannaway.com%2Fportfolio&format=xml	www.adhamdannaway.com/wp-json/oembed/1.0/embedc588	(from https://www.adhamdannaway.com/portfolio)
15:45:27	10847/10847	---MCZ	200	added ('OK')	application/json	date:Mon,%2029%20Jun%202026%2014:45:27%20GMT	https://www.adhamdannaway.com/wp-json/wp/v2/pages/7	www.adhamdannaway.com/wp-json/wp/v2/pages/7.json	(from https://www.adhamdannaway.com/portfolio)
15:45:27	169424/169424	---M--	200	added ('OK')	image/jpeg	etag:%2263905b4e-295d0%22	https://www.adhamdannaway.com/wp-content/themes/dannaway/images/adham-dannaway-design-portfolio.jpg	www.adhamdannaway.com/wp-content/themes/dannaway/images/adham-dannaway-design-portfolio.jpg	(from https://www.adhamdannaway.com/portfolio)
15:45:30	49316/49316	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Jun%202026%2014:45:29%20GMT	https://www.adhamdannaway.com/portfolio/interior-design-news-feed	www.adhamdannaway.com/portfolio/interior-design-news-feed.html	(from https://www.adhamdannaway.com/portfolio)
15:45:30	35502/35502	---M--	200	added ('OK')	image/jpeg	etag:%2263905c7b-8aae%22	https://www.adhamdannaway.com/wp-content/uploads/2019/04/feature-interior-design-news-feed-2.jpg	www.adhamdannaway.com/wp-content/uploads/2019/04/feature-interior-design-news-feed-2.jpg	(from https://www.adhamdannaway.com/portfolio)
15:45:31	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2029%20Jun%202026%2014:45:31%20GMT	https://www.adhamdannaway.com/?p=7	www.adhamdannaway.com/indexc4f7.html	(from https://www.adhamdannaway.com/portfolio)
15:45:33	17589/17589	---M--	200	added ('OK')	image/jpeg	etag:%2263905b28-44b5%22	https://www.adhamdannaway.com/wp-content/uploads/2018/07/feature-qantas-map-search.jpg	www.adhamdannaway.com/wp-content/uploads/2018/07/feature-qantas-map-search.jpg	(from https://www.adhamdannaway.com/portfolio)
15:45:33	49036/49036	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Jun%202026%2014:45:33%20GMT	https://www.adhamdannaway.com/portfolio/qantas-map-search	www.adhamdannaway.com/portfolio/qantas-map-search.html	(from https://www.adhamdannaway.com/portfolio)
15:45:35	87452/87452	---M--	200	added ('OK')	image/jpeg	etag:%2263905b24-1559c%22	https://www.adhamdannaway.com/wp-content/uploads/2016/08/feature-qantas-homepage-1.jpg	www.adhamdannaway.com/wp-content/uploads/2016/08/feature-qantas-homepage-1.jpg	(from https://www.adhamdannaway.com/portfolio)
15:45:35	48600/48600	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Jun%202026%2014:45:35%20GMT	https://www.adhamdannaway.com/portfolio/qantas-homepage	www.adhamdannaway.com/portfolio/qantas-homepage.html	(from https://www.adhamdannaway.com/portfolio)
15:45:37	51992/51992	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Jun%202026%2014:45:37%20GMT	https://www.adhamdannaway.com/portfolio/rethinking-flight-search	www.adhamdannaway.com/portfolio/rethinking-flight-search.html	(from https://www.adhamdannaway.com/portfolio)
15:45:37	45187/45187	---M--	200	added ('OK')	image/jpeg	etag:%2263905b1d-b083%22	https://www.adhamdannaway.com/wp-content/uploads/2016/07/feature-rethinking-flight-search.jpg	www.adhamdannaway.com/wp-content/uploads/2016/07/feature-rethinking-flight-search.jpg	(from https://www.adhamdannaway.com/portfolio)
15:45:39	48185/48185	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Jun%202026%2014:45:39%20GMT	https://www.adhamdannaway.com/portfolio/campaign-monitor-4	www.adhamdannaway.com/portfolio/campaign-monitor-4.html	(from https://www.adhamdannaway.com/portfolio)
15:45:39	55392/55392	---M--	200	added ('OK')	image/jpeg	etag:%2263905c6b-d860%22	https://www.adhamdannaway.com/wp-content/uploads/2014/07/feature-monitor.jpg	www.adhamdannaway.com/wp-content/uploads/2014/07/feature-monitor.jpg	(from https://www.adhamdannaway.com/portfolio)
15:45:43	35789/35789	---M--	200	added ('OK')	image/jpeg	etag:%2263905c6c-8bcd%22	https://www.adhamdannaway.com/wp-content/uploads/2014/07/feature-subscriber-notifications.jpg	www.adhamdannaway.com/wp-content/uploads/2014/07/feature-subscriber-notifications.jpg	(from https://www.adhamdannaway.com/portfolio)
15:45:43	47773/47773	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Jun%202026%2014:45:43%20GMT	https://www.adhamdannaway.com/portfolio/campaign-monitor	www.adhamdannaway.com/portfolio/campaign-monitor.html	(from https://www.adhamdannaway.com/portfolio)
15:45:45	28722/28722	---M--	200	added ('OK')	image/jpeg	etag:%2263905c49-7032%22	https://www.adhamdannaway.com/wp-content/uploads/2014/12/feature-quest-research.jpg	www.adhamdannaway.com/wp-content/uploads/2014/12/feature-quest-research.jpg	(from https://www.adhamdannaway.com/portfolio)
15:45:45	48306/48306	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Jun%202026%2014:45:45%20GMT	https://www.adhamdannaway.com/portfolio/quest-research	www.adhamdannaway.com/portfolio/quest-research.html	(from https://www.adhamdannaway.com/portfolio)
15:45:47	57317/57317	---M--	200	added ('OK')	image/jpeg	etag:%2263905c74-dfe5%22	https://www.adhamdannaway.com/wp-content/uploads/2014/07/feature-segments.jpg	www.adhamdannaway.com/wp-content/uploads/2014/07/feature-segments.jpg	(from https://www.adhamdannaway.com/portfolio)
15:45:47	44688/44688	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Jun%202026%2014:45:47%20GMT	https://www.adhamdannaway.com/portfolio/campaign-monitor-3	www.adhamdannaway.com/portfolio/campaign-monitor-3.html	(from https://www.adhamdannaway.com/portfolio)
15:45:49	24864/24864	---M--	200	added ('OK')	image/jpeg	etag:%2263905b5e-6120%22	https://www.adhamdannaway.com/wp-content/uploads/2012/12/feature-growth-giant-brand.jpg	www.adhamdannaway.com/wp-content/uploads/2012/12/feature-growth-giant-brand.jpg	(from https://www.adhamdannaway.com/portfolio)
15:45:49	43097/43097	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Jun%202026%2014:45:49%20GMT	https://www.adhamdannaway.com/portfolio/growth-giant	www.adhamdannaway.com/portfolio/growth-giant.html	(from https://www.adhamdannaway.com/portfolio)
15:45:51	16780/16780	---M--	200	added ('OK')	image/jpeg	etag:%2263905c59-418c%22	https://www.adhamdannaway.com/wp-content/uploads/2014/12/feature-growth-giant-ui.jpg	www.adhamdannaway.com/wp-content/uploads/2014/12/feature-growth-giant-ui.jpg	(from https://www.adhamdannaway.com/portfolio)
