date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:38:10	1702/1702	---M--	200	added ('OK')	image/png	etag:%2263905b4e-6a6%22	https://www.adhamdannaway.com/wp-content/themes/dannaway/images/sprite-mobile.png	./reference-1/www.adhamdannaway.com/wp-content/themes/dannaway/images/sprite-mobile.png	(from https://www.adhamdannaway.com/wp-content/uploads/siteground-optimizer-assets/siteground-optimizer-combined-css-53d44b73f71bfadc5ddac5c92ff53f43.css)
15:38:11	12617/12617	---M--	200	added ('OK')	image/png	etag:%2263905b4e-3149%22	https://www.adhamdannaway.com/wp-content/themes/dannaway/images/sprite.png	./reference-1/www.adhamdannaway.com/wp-content/themes/dannaway/images/sprite.png	(from https://www.adhamdannaway.com/wp-content/uploads/siteground-optimizer-assets/siteground-optimizer-combined-css-53d44b73f71bfadc5ddac5c92ff53f43.css)
15:38:15	20707/20707	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2250e3-5ef397523ad40%22	https://www.adhamdannaway.com/wp-content/themes/dannaway/fonts/proximanova-bold-webfont.eot	./reference-1/www.adhamdannaway.com/wp-content/themes/dannaway/fonts/proximanova-bold-webfont.eot	(from https://www.adhamdannaway.com/wp-content/uploads/siteground-optimizer-assets/siteground-optimizer-combined-css-53d44b73f71bfadc5ddac5c92ff53f43.css)
15:38:16	20707/20707	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2250e3-5ef397523ad40%22	https://www.adhamdannaway.com/wp-content/themes/dannaway/fonts/proximanova-bold-webfont.eot?	./reference-1/www.adhamdannaway.com/wp-content/themes/dannaway/fonts/proximanova-bold-webfontd41d.eot	(from https://www.adhamdannaway.com/wp-content/uploads/siteground-optimizer-assets/siteground-optimizer-combined-css-53d44b73f71bfadc5ddac5c92ff53f43.css)
15:38:16	24180/24180	---M--	200	added ('OK')	font/woff	etag:%2263905b4d-5e74%22	https://www.adhamdannaway.com/wp-content/themes/dannaway/fonts/proximanova-bold-webfont.woff	./reference-1/www.adhamdannaway.com/wp-content/themes/dannaway/fonts/proximanova-bold-webfont.woff	(from https://www.adhamdannaway.com/wp-content/uploads/siteground-optimizer-assets/siteground-optimizer-combined-css-53d44b73f71bfadc5ddac5c92ff53f43.css)
15:38:18	43280/43280	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%2263905b4d-a910%22	https://www.adhamdannaway.com/wp-content/themes/dannaway/fonts/proximanova-bold-webfont.ttf	./reference-1/www.adhamdannaway.com/wp-content/themes/dannaway/fonts/proximanova-bold-webfont.ttf	(from https://www.adhamdannaway.com/wp-content/uploads/siteground-optimizer-assets/siteground-optimizer-combined-css-53d44b73f71bfadc5ddac5c92ff53f43.css)
15:38:19	59034/59034	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2263905b4d-e69a%22	https://www.adhamdannaway.com/wp-content/themes/dannaway/fonts/proximanova-bold-webfont.svg	./reference-1/www.adhamdannaway.com/wp-content/themes/dannaway/fonts/proximanova-bold-webfont.svg	(from https://www.adhamdannaway.com/wp-content/uploads/siteground-optimizer-assets/siteground-optimizer-combined-css-53d44b73f71bfadc5ddac5c92ff53f43.css)
15:38:20	20340/20340	---M--	200	added ('OK')	font/woff2	etag:%2263905b4d-4f74%22	https://www.adhamdannaway.com/wp-content/themes/dannaway/fonts/proximanova-semibold-webfont.woff2	./reference-1/www.adhamdannaway.com/wp-content/themes/dannaway/fonts/proximanova-semibold-webfont.woff2	(from https://www.adhamdannaway.com/wp-content/uploads/siteground-optimizer-assets/siteground-optimizer-combined-css-53d44b73f71bfadc5ddac5c92ff53f43.css)
15:38:21	26908/26908	---M--	200	added ('OK')	font/woff	etag:%2263905b4d-691c%22	https://www.adhamdannaway.com/wp-content/themes/dannaway/fonts/proximanova-semibold-webfont.woff	./reference-1/www.adhamdannaway.com/wp-content/themes/dannaway/fonts/proximanova-semibold-webfont.woff	(from https://www.adhamdannaway.com/wp-content/uploads/siteground-optimizer-assets/siteground-optimizer-combined-css-53d44b73f71bfadc5ddac5c92ff53f43.css)
15:38:23	20401/20401	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%224fb1-5ef397523ad40%22	https://www.adhamdannaway.com/wp-content/themes/dannaway/fonts/proximanova-light-webfont.eot	./reference-1/www.adhamdannaway.com/wp-content/themes/dannaway/fonts/proximanova-light-webfont.eot	(from https://www.adhamdannaway.com/wp-content/uploads/siteground-optimizer-assets/siteground-optimizer-combined-css-53d44b73f71bfadc5ddac5c92ff53f43.css)
15:38:25	20401/20401	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%224fb1-5ef397523ad40%22	https://www.adhamdannaway.com/wp-content/themes/dannaway/fonts/proximanova-light-webfont.eot?	./reference-1/www.adhamdannaway.com/wp-content/themes/dannaway/fonts/proximanova-light-webfontd41d.eot	(from https://www.adhamdannaway.com/wp-content/uploads/siteground-optimizer-assets/siteground-optimizer-combined-css-53d44b73f71bfadc5ddac5c92ff53f43.css)
15:38:25	23732/23732	---M--	200	added ('OK')	font/woff	etag:%2263905b4d-5cb4%22	https://www.adhamdannaway.com/wp-content/themes/dannaway/fonts/proximanova-light-webfont.woff	./reference-1/www.adhamdannaway.com/wp-content/themes/dannaway/fonts/proximanova-light-webfont.woff	(from https://www.adhamdannaway.com/wp-content/uploads/siteground-optimizer-assets/siteground-optimizer-combined-css-53d44b73f71bfadc5ddac5c92ff53f43.css)
15:38:27	43264/43264	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%2263905b4d-a900%22	https://www.adhamdannaway.com/wp-content/themes/dannaway/fonts/proximanova-light-webfont.ttf	./reference-1/www.adhamdannaway.com/wp-content/themes/dannaway/fonts/proximanova-light-webfont.ttf	(from https://www.adhamdannaway.com/wp-content/uploads/siteground-optimizer-assets/siteground-optimizer-combined-css-53d44b73f71bfadc5ddac5c92ff53f43.css)
15:38:30	60399/60399	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2263905b4d-ebef%22	https://www.adhamdannaway.com/wp-content/themes/dannaway/fonts/proximanova-light-webfont.svg	./reference-1/www.adhamdannaway.com/wp-content/themes/dannaway/fonts/proximanova-light-webfont.svg	(from https://www.adhamdannaway.com/wp-content/uploads/siteground-optimizer-assets/siteground-optimizer-combined-css-53d44b73f71bfadc5ddac5c92ff53f43.css)
15:38:33	13719/13719	---M--	200	added ('OK')	image/png	etag:%2263905b4e-3597%22	https://www.adhamdannaway.com/wp-content/themes/dannaway/images/sprite-favicons.png	./reference-1/www.adhamdannaway.com/wp-content/themes/dannaway/images/sprite-favicons.png	(from https://www.adhamdannaway.com/wp-content/uploads/siteground-optimizer-assets/siteground-optimizer-combined-css-53d44b73f71bfadc5ddac5c92ff53f43.css)
15:38:33	2946/2946	---M--	200	added ('OK')	image/png	etag:%2263905b4e-b82%22	https://www.adhamdannaway.com/wp-content/themes/dannaway/images/loader.png	./reference-1/www.adhamdannaway.com/wp-content/themes/dannaway/images/loader.png	(from https://www.adhamdannaway.com/wp-content/uploads/siteground-optimizer-assets/siteground-optimizer-combined-css-53d44b73f71bfadc5ddac5c92ff53f43.css)
15:38:35	192667/192667	---M--	200	added ('OK')	image/png	etag:%2263905b4e-2f09b%22	https://www.adhamdannaway.com/wp-content/themes/dannaway/images/sprite-home.png	./reference-1/www.adhamdannaway.com/wp-content/themes/dannaway/images/sprite-home.png	(from https://www.adhamdannaway.com/wp-content/uploads/siteground-optimizer-assets/siteground-optimizer-combined-css-53d44b73f71bfadc5ddac5c92ff53f43.css)
15:38:35	963/963	---M--	200	added ('OK')	image/png	etag:%2263905b4e-3c3%22	https://www.adhamdannaway.com/wp-content/themes/dannaway/images/axis.png	./reference-1/www.adhamdannaway.com/wp-content/themes/dannaway/images/axis.png	(from https://www.adhamdannaway.com/wp-content/uploads/siteground-optimizer-assets/siteground-optimizer-combined-css-53d44b73f71bfadc5ddac5c92ff53f43.css)
15:38:36	5114/5114	---M--	200	added ('OK')	image/png	etag:%2263905b4e-13fa%22	https://www.adhamdannaway.com/wp-content/themes/dannaway/images/loader@2x.png	./reference-1/www.adhamdannaway.com/wp-content/themes/dannaway/images/loader@2x.png	(from https://www.adhamdannaway.com/wp-content/uploads/siteground-optimizer-assets/siteground-optimizer-combined-css-53d44b73f71bfadc5ddac5c92ff53f43.css)
15:38:37	3390/3390	---M--	200	added ('OK')	image/png	etag:%2263905b4e-d3e%22	https://www.adhamdannaway.com/wp-content/themes/dannaway/images/sprite-mobile@2x.png	./reference-1/www.adhamdannaway.com/wp-content/themes/dannaway/images/sprite-mobile@2x.png	(from https://www.adhamdannaway.com/wp-content/uploads/siteground-optimizer-assets/siteground-optimizer-combined-css-53d44b73f71bfadc5ddac5c92ff53f43.css)
15:38:40	30224/30224	---M--	200	added ('OK')	image/png	etag:%2263905b4d-7610%22	https://www.adhamdannaway.com/wp-content/themes/dannaway/images/sprite@2x.png	./reference-1/www.adhamdannaway.com/wp-content/themes/dannaway/images/sprite@2x.png	(from https://www.adhamdannaway.com/wp-content/uploads/siteground-optimizer-assets/siteground-optimizer-combined-css-53d44b73f71bfadc5ddac5c92ff53f43.css)
15:38:41	2482/2482	---MCZ	200	added ('OK')	application/json	date:Mon,%2029%20Jun%202026%2014:38:41%20GMT	https://www.adhamdannaway.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.adhamdannaway.com%2F	./reference-1/www.adhamdannaway.com/wp-json/oembed/1.0/embeda552	(from https://www.adhamdannaway.com/)
15:38:42	2515/2515	---MCZ	200	added ('OK')	application/json	date:Mon,%2029%20Jun%202026%2014:38:42%20GMT	https://www.adhamdannaway.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.adhamdannaway.com%2Fportfolio	./reference-1/www.adhamdannaway.com/wp-json/oembed/1.0/embed8baf.json	(from https://www.adhamdannaway.com/portfolio)
15:38:42	38942/38942	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Jun%202026%2014:38:42%20GMT	https://www.adhamdannaway.com/learn-ui-design	./reference-1/www.adhamdannaway.com/learn-ui-design	(from https://www.adhamdannaway.com/)
15:38:43	2718/2718	---MCZ	200	added ('OK')	text/xml	date:Mon,%2029%20Jun%202026%2014:38:43%20GMT	https://www.adhamdannaway.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.adhamdannaway.com%2Fportfolio&format=xml	./reference-1/www.adhamdannaway.com/wp-json/oembed/1.0/embedc588	(from https://www.adhamdannaway.com/portfolio)
15:38:45	10847/10847	---MCZ	200	added ('OK')	application/json	date:Mon,%2029%20Jun%202026%2014:38:44%20GMT	https://www.adhamdannaway.com/wp-json/wp/v2/pages/7	./reference-1/www.adhamdannaway.com/wp-json/wp/v2/pages/7.json	(from https://www.adhamdannaway.com/portfolio)
15:38:45	169424/169424	---M--	200	added ('OK')	image/jpeg	etag:%2263905b4e-295d0%22	https://www.adhamdannaway.com/wp-content/themes/dannaway/images/adham-dannaway-design-portfolio.jpg	./reference-1/www.adhamdannaway.com/wp-content/themes/dannaway/images/adham-dannaway-design-portfolio.jpg	(from https://www.adhamdannaway.com/portfolio)
15:38:48	49316/49316	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Jun%202026%2014:38:47%20GMT	https://www.adhamdannaway.com/portfolio/interior-design-news-feed	./reference-1/www.adhamdannaway.com/portfolio/interior-design-news-feed.html	(from https://www.adhamdannaway.com/portfolio)
15:38:48	35502/35502	---M--	200	added ('OK')	image/jpeg	etag:%2263905c7b-8aae%22	https://www.adhamdannaway.com/wp-content/uploads/2019/04/feature-interior-design-news-feed-2.jpg	./reference-1/www.adhamdannaway.com/wp-content/uploads/2019/04/feature-interior-design-news-feed-2.jpg	(from https://www.adhamdannaway.com/portfolio)
15:38:50	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2029%20Jun%202026%2014:38:50%20GMT	https://www.adhamdannaway.com/?p=7	./reference-1/www.adhamdannaway.com/indexc4f7.html	(from https://www.adhamdannaway.com/portfolio)
15:38:52	17589/17589	---M--	200	added ('OK')	image/jpeg	etag:%2263905b28-44b5%22	https://www.adhamdannaway.com/wp-content/uploads/2018/07/feature-qantas-map-search.jpg	./reference-1/www.adhamdannaway.com/wp-content/uploads/2018/07/feature-qantas-map-search.jpg	(from https://www.adhamdannaway.com/portfolio)
15:38:52	49036/49036	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Jun%202026%2014:38:51%20GMT	https://www.adhamdannaway.com/portfolio/qantas-map-search	./reference-1/www.adhamdannaway.com/portfolio/qantas-map-search.html	(from https://www.adhamdannaway.com/portfolio)
15:38:53	87452/87452	---M--	200	added ('OK')	image/jpeg	etag:%2263905b24-1559c%22	https://www.adhamdannaway.com/wp-content/uploads/2016/08/feature-qantas-homepage-1.jpg	./reference-1/www.adhamdannaway.com/wp-content/uploads/2016/08/feature-qantas-homepage-1.jpg	(from https://www.adhamdannaway.com/portfolio)
15:38:53	48600/48600	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Jun%202026%2014:38:53%20GMT	https://www.adhamdannaway.com/portfolio/qantas-homepage	./reference-1/www.adhamdannaway.com/portfolio/qantas-homepage.html	(from https://www.adhamdannaway.com/portfolio)
15:38:55	51992/51992	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Jun%202026%2014:38:55%20GMT	https://www.adhamdannaway.com/portfolio/rethinking-flight-search	./reference-1/www.adhamdannaway.com/portfolio/rethinking-flight-search.html	(from https://www.adhamdannaway.com/portfolio)
15:38:55	45187/45187	---M--	200	added ('OK')	image/jpeg	etag:%2263905b1d-b083%22	https://www.adhamdannaway.com/wp-content/uploads/2016/07/feature-rethinking-flight-search.jpg	./reference-1/www.adhamdannaway.com/wp-content/uploads/2016/07/feature-rethinking-flight-search.jpg	(from https://www.adhamdannaway.com/portfolio)
15:38:57	48185/48185	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Jun%202026%2014:38:57%20GMT	https://www.adhamdannaway.com/portfolio/campaign-monitor-4	./reference-1/www.adhamdannaway.com/portfolio/campaign-monitor-4.html	(from https://www.adhamdannaway.com/portfolio)
15:38:57	55392/55392	---M--	200	added ('OK')	image/jpeg	etag:%2263905c6b-d860%22	https://www.adhamdannaway.com/wp-content/uploads/2014/07/feature-monitor.jpg	./reference-1/www.adhamdannaway.com/wp-content/uploads/2014/07/feature-monitor.jpg	(from https://www.adhamdannaway.com/portfolio)
15:38:59	47773/47773	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Jun%202026%2014:38:59%20GMT	https://www.adhamdannaway.com/portfolio/campaign-monitor	./reference-1/www.adhamdannaway.com/portfolio/campaign-monitor.html	(from https://www.adhamdannaway.com/portfolio)
15:39:01	35789/35789	---M--	200	added ('OK')	image/jpeg	etag:%2263905c6c-8bcd%22	https://www.adhamdannaway.com/wp-content/uploads/2014/07/feature-subscriber-notifications.jpg	./reference-1/www.adhamdannaway.com/wp-content/uploads/2014/07/feature-subscriber-notifications.jpg	(from https://www.adhamdannaway.com/portfolio)
15:39:03	28722/28722	---M--	200	added ('OK')	image/jpeg	etag:%2263905c49-7032%22	https://www.adhamdannaway.com/wp-content/uploads/2014/12/feature-quest-research.jpg	./reference-1/www.adhamdannaway.com/wp-content/uploads/2014/12/feature-quest-research.jpg	(from https://www.adhamdannaway.com/portfolio)
15:39:03	48306/48306	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Jun%202026%2014:39:02%20GMT	https://www.adhamdannaway.com/portfolio/quest-research	./reference-1/www.adhamdannaway.com/portfolio/quest-research.html	(from https://www.adhamdannaway.com/portfolio)
15:39:04	57317/57317	---M--	200	added ('OK')	image/jpeg	etag:%2263905c74-dfe5%22	https://www.adhamdannaway.com/wp-content/uploads/2014/07/feature-segments.jpg	./reference-1/www.adhamdannaway.com/wp-content/uploads/2014/07/feature-segments.jpg	(from https://www.adhamdannaway.com/portfolio)
15:39:04	44688/44688	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Jun%202026%2014:39:04%20GMT	https://www.adhamdannaway.com/portfolio/campaign-monitor-3	./reference-1/www.adhamdannaway.com/portfolio/campaign-monitor-3.html	(from https://www.adhamdannaway.com/portfolio)
15:39:06	24864/24864	---M--	200	added ('OK')	image/jpeg	etag:%2263905b5e-6120%22	https://www.adhamdannaway.com/wp-content/uploads/2012/12/feature-growth-giant-brand.jpg	./reference-1/www.adhamdannaway.com/wp-content/uploads/2012/12/feature-growth-giant-brand.jpg	(from https://www.adhamdannaway.com/portfolio)
15:39:06	43097/43097	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Jun%202026%2014:39:06%20GMT	https://www.adhamdannaway.com/portfolio/growth-giant	./reference-1/www.adhamdannaway.com/portfolio/growth-giant.html	(from https://www.adhamdannaway.com/portfolio)
15:39:08	16780/16780	---M--	200	added ('OK')	image/jpeg	etag:%2263905c59-418c%22	https://www.adhamdannaway.com/wp-content/uploads/2014/12/feature-growth-giant-ui.jpg	./reference-1/www.adhamdannaway.com/wp-content/uploads/2014/12/feature-growth-giant-ui.jpg	(from https://www.adhamdannaway.com/portfolio)
15:39:08	46299/46299	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Jun%202026%2014:39:08%20GMT	https://www.adhamdannaway.com/portfolio/growth-giant-2	./reference-1/www.adhamdannaway.com/portfolio/growth-giant-2.html	(from https://www.adhamdannaway.com/portfolio)
15:39:10	43081/43081	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Jun%202026%2014:39:10%20GMT	https://www.adhamdannaway.com/portfolio/freelancer	./reference-1/www.adhamdannaway.com/portfolio/freelancer.html	(from https://www.adhamdannaway.com/portfolio)
15:39:10	36523/36523	---M--	200	added ('OK')	image/jpeg	etag:%2263905b73-8eab%22	https://www.adhamdannaway.com/wp-content/uploads/2012/06/feature-freelancer.jpg	./reference-1/www.adhamdannaway.com/wp-content/uploads/2012/06/feature-freelancer.jpg	(from https://www.adhamdannaway.com/portfolio)
15:39:12	41741/41741	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Jun%202026%2014:39:12%20GMT	https://www.adhamdannaway.com/portfolio/hrhr	./reference-1/www.adhamdannaway.com/portfolio/hrhr.html	(from https://www.adhamdannaway.com/portfolio)
15:39:12	23574/23574	---M--	200	added ('OK')	image/jpeg	etag:%2263905b77-5c16%22	https://www.adhamdannaway.com/wp-content/uploads/2012/08/feature-hrhr.jpg	./reference-1/www.adhamdannaway.com/wp-content/uploads/2012/08/feature-hrhr.jpg	(from https://www.adhamdannaway.com/portfolio)
15:39:15	40872/40872	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Jun%202026%2014:39:14%20GMT	https://www.adhamdannaway.com/portfolio/petra-capital	./reference-1/www.adhamdannaway.com/portfolio/petra-capital.html	(from https://www.adhamdannaway.com/portfolio)
15:39:26	117262/117262	---M--	200	added ('OK')	image/jpeg	etag:%2263905b34-1ca0e%22	https://www.adhamdannaway.com/wp-content/uploads/2012/10/feature-petra-capital.jpg	./reference-1/www.adhamdannaway.com/wp-content/uploads/2012/10/feature-petra-capital.jpg	(from https://www.adhamdannaway.com/portfolio)
15:39:27	46679/46679	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Jun%202026%2014:39:26%20GMT	https://www.adhamdannaway.com/blog/page/2	./reference-1/www.adhamdannaway.com/blog/page/2.html	(from https://www.adhamdannaway.com/blog)
15:39:42	91178/91178	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Jun%202026%2014:39:30%20GMT	https://www.adhamdannaway.com/blog/ui-design/ui-design-tips-14	./reference-1/www.adhamdannaway.com/blog/ui-design/ui-design-tips-14.html	(from https://www.adhamdannaway.com/blog)
15:39:43	22448/22448	---M--	200	added ('OK')	image/webp	etag:%2268466e84-57b0%22	https://www.adhamdannaway.com/wp-content/uploads/2025/06/ui-design-tips-680x400.webp	./reference-1/www.adhamdannaway.com/wp-content/uploads/2025/06/ui-design-tips-680x400.webp	(from https://www.adhamdannaway.com/blog)
